"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1518982768","Eastover Obstetrics and Gynecology","3"
"1528495108","Atrium Health Endocrinology - Concord","3"
"1528495108","Atrium Health Endocrinology Concord","3"
"1538495767","Atrium Health Levine Children's Charlotte Pediatrics","3"
"1538495767","Charlotte Pediatric Clinic","3"
"1548664303","Atrium Health Primary Care Troy Family Medicine","3"
"1548664303","Troy Medical Services","3"
"1558702191","Atrium Health Sleep Medicine","3"
"1558702191","Carolinas Sleep Services - Cleveland","3"
"1568082386","Atrium Health Women's Care One Health OB/GYN","3"
"1578176723","Atrium Health Musculoskeletal Institute Orthopedics & Sports Medici","3"
"1578176723","Atrium Health Musculoskeletal Institute Orthopedics & Sports Medicine","3"
"1578965570","Atrium Health Ophthalmology","3"
"1578965570","Carolinas HealthCare System Ophthalmology Care","3"
"1588178370","Atrium Health Cabarrus Transition Services","3"
"1598080012","The Sanger Clinic","3"
"1619013562","Atrium Health NorthPark","3"
"1619319621","Atrium Health Integrative Medicine","3"
"1619319621","Atrium Health Neurology Cleveland","3"
"1619319621","Atrium Health Neurology Gastonia","3"
"1619319621","Atrium Health Neurology Pineville","3"
"1619319621","Atrium Health Neurology Union","3"
"1619582343","Atrium Health Levine Children's Denver Pediatrics","3"
"1619582343","Atrium Health Levine Children's Midtown Pediatrics","3"
"1619582343","Atrium Health Levine Children's Mountain Island Pediatrics","3"
"1629412184","Atrium Health Behavioral Health Psychiatry & Counseling Davidson","3"
"1629412184","Carolinas Psychiatry and Behavioral Wellness","3"
"1639366214","Atrium Health Urgent Care","3"
"1649282930","Atrium Health Women's Care Eastover University OB/GYN","3"
"1649282930","Eastover University Obstetrics and Gynecology Associates","3"
"1649890468","Atrium Health Primary Care One Health Family Medicine","3"
"1679183776","Atrium Health Musculoskeletal Institute Orthopedic Trauma","3"
"1679915615","Atrium Health Primary Care Shelby Family Medicine","3"
"1679915615","Shelby Family Practice","3"
"1679944706","Atrium Health Gastroenterology & Hepatology","3"
"1679977730","Albemarle Surgical Associates","3"
"1679977730","Atrium Health General Surgery","3"
"1699311563","Atrium Health Dermatology","3"
"1699979732","Atrium Health Pulmonary University","3"
"1699979732","Atrium Health Urology Kenilworth","3"
"1699979732","CMC - Surgery","3"
"1699979732","CMC Faculty Physicians","3"
"1699979732","Levine Children's Sleep Medicine","3"
"1700111515","Atrium Health Neurology Ballantyne","3"
"1700111515","Carolina Neurological Clinic","3"
"1710290564","The Sanger Clinic","3"
"1720415946","Carolinas Pediatric Neurology Care - Charlotte Specialty Center","3"
"1720415946","Carolinas Pediatric Neurology Care - Morehead","3"
"1720627243","Dental Excellence of Hellertown","3"
"1730709429","Atrium Health Women's Care Creek Pointe OB/GYN","3"
"1730709429","Atrium Health Women's Care Mobile Unit","3"
"1730709429","Atrium Health Women's Care One Health OB/GYN","3"
"1730709429","Atrium Health Women's Care Piedmont OB GYN","3"
"1740535657","Atrium Health Primary Care Dove Internal Medicine","3"
"1740535657","Dove Internal Medicine","3"
"1750606174","Atrium Health Rheumatology","3"
"1750606174","Carolinas HealthCare System Rheumatology Care","3"
"1750606174","The Sanger Clinic","3"
"1750718243","Atrium Health Pulmonology & Sleep Medicine Northeast","3"
"1750718243","NorthEast Lung Associates","3"
"1780011825","Carolinas Pediatric Neurology Care - Eastover","3"
"1790003580","Atrium Health Women's Care Eastover University OB/GYN","3"
"1790003580","Eastover University Obstetrics and Gynecology Associates","3"
"1790224962","Advanced Orthopedics","3"
"1790224962","Southeast Orthopedics","3"
"1801188941","Atrium Health Weight Management","3"
"1801237466","Atrium Health Endocrinology","3"
"1801302492","Atrium Health Endocrinology - Monroe","3"
"1801302492","Atrium Health Endocrinology Monroe","3"
"1811517170","Atrium Health Primary Care Lincoln Family Medicine","3"
"1811517170","Atrium Health Primary Care One Health Family Medicine","3"
"1821469735","Atrium Health General Surgery","3"
"1821469735","Atrium HealthGeneral Surgery","3"
"1841526837","Atrium Health Levine Children's University Pediatrics","3"
"1841526837","University Pediatrics","3"
"1851555734","Atrium Health Primary Care Riverwood Family Medicine","3"
"1851555734","Riverwood Medical Associates","3"
"1851724645","Advanced Pediatrics","3"
"1851724645","Southeast Pediatrics","3"
"1861753741","Carolinas Palliative Care and Hospice Group","3"
"1871817270","Atrium Health Primary Care Fort Mill Internal Medicine","3"
"1871817270","Medical Associates of Fort Mill","3"
"1881021475","Carolinas Pediatric Neurology Care - Gastonia","3"
"1891135067","Scotland Surgical and GI Associates","3"
"1902223076","Atrium Health Urgent Care","3"
"1902249097","Carolinas Hospitalist Group - Northeast","3"
"1922369883","Carolinas Palliative Care and Hospice Group","3"
"1932424355","Atrium Health Levine Children's Congenital Heart Center","3"
"1942569330","Carolinas Palliative Care and Hospice Group","3"
"1942637319","Development & Behavioral Pediatrics of the Caorlinas - Charlotte","3"
"1962042416","Atrium Health Levine Children's School Based Virtual Care","3"
"1962042416","Atrium Health Pediatric Virtual Visit","3"
"1962839068","NorthEast Pediatric Pulmonology - Huntersville","3"
"1992084198","Atrium Health Women's Care Urogynecology and Pelvic Surgery","3"
"1992084198","CMC Womens Center for Pelvic Health","3"
"1013034164","Denture Today","3"
"1013627041","Recovery is a Beach","3"
"1033775879","Astral Home Care","3"
"1033775879","Astral Home Care LLC","3"
"1073999066","GI North","3"
"1104525443","MD SAMIR CASTELLON","3"
"1194422998","Elevated Estates of Spring Hill LLC","4"
"1205537933","Bay Area Home Care LLC.","3"
"1255030813","Point Break Recovery","3"
"1265420335","Hanger Clinic","3"
"1285334904","Jasper Rehab","3"
"1306480561","All Heart Home Care Services","3"
"1316206360","Cleveland Clinic","3"
"1316460264","Madison Memorial Outpatient Services","3"
"1316647043","Got Your Six Medical Group LLC","3"
"1326611070","Novant Health Heart and Vascular Institute","3"
"1437859162","Thoroughbred Emergency Services","3"
"1467153197","Faith Transportation Services","3"
"1467153197","Faith Transportation Services","5"
"1639870363","Canal Family Dentistry","3"
"1710688445","Cherokee Family Orthodontics","3"
"1780701813","Dentures Today","3"
"1831216977","Dentures Today","3"
"1831899541","VA LU ABLE TESTING SOLUTION","4"
"1851040620","Harmony Integrated Health Service","3"
"1851808927","Hanger Clinic","3"
"1861957912","Gifted Hearts Hospice and Palliative Care","3"
"1912607631","Jeremiah Counseling LLC","5"
"1932775673","Baptist Homes & Healthcare Ministries","3"
"1932775673","The Baptist Home","3"
"1932809654","Arrow Apothecary","3"
"1942745807","Novant Health Stroke Bridge Clinic","3"
"1942900675","Amber Kramer Therapy","3"
"1033637715","Hand Surgery Associates","3"
"1043877962","One on One Staffing &Wellness Clinic","5"
"1043911795","Sheppard Pratt","3"
"1083101117","Kinetic Sports Medicine and Performance","3"
"1083702229","Alice C. Tyler Village of Childhelp","5"
"1124729868","Horizon Vascular Specialists","3"
"1134565740","dba: Healthy Connections","3"
"1164122347","Sunshine State Dermatology and Skin Cancer Center","3"
"1285349530","Doctors Orders Pharmacy #4","3"
"1326002080","Physicians Dialysis- S Houston","3"
"1326098005","St. Joseph's Faculty Physicians","3"
"1326749052","Novant Health Inpatient Care Specialists Ballantyne","3"
"1487183331","Whole Health Orthopedic Institute","3"
"1497456123","Shaw Doula Services and Advocacy","3"
"1497456131","HTX Dentist","3"
"1497807457","FARMCIA VILLA CARMEN","4"
"1528034493","Watertown Fire Department","3"
"1528632445","CPNS - PROWERS MEDICAL CENTER","5"
"1528632445","Prowers Medical Center","5"
"1538538673","Nottingham Dialysis","3"
"1558004531","Strong Memorial Hospital- University of Rochester","3"
"1598476269","Strong Memorial Hospital-University of Rochester","3"
"1639656986","Boyett Healthcare of Tennessee","5"
"1659072395","Grand Mental Health","3"
"1679291009","Central Texas Rheumatology Associates","3"
"1699233759","Seaside Home Health Care","3"
"1699423152","Vale Sports Rehabilitation & Physical Therapy","3"
"1720798739","Hunts Home Health Care","3"
"1720798739","Hunts Home Healthcare","3"
"1730880477","Sycamore Wellness","3"
"1821007774","Capital Area Cardiovascular Associates","3"
"1841335197","Cardinal McCloskey Services","3"
"1851065957","Team ARRIVE","3"
"1851440218","Miami Jewish Home & Hospital for the Aged, Inc.","4"
"1851444376","dba: Healthy Connections, dba:5th Street Medical Clinic","3"
"1912064767","Harvey R. Weber DDS PC","4"
"1952002602","Vista Family Dental","3"
"1962103697","Centurion Spine & Pain Centers","3"
"1962117101","Karmivis Santiago, LMHC","4"
"1003542531","Array Pharmacy","3"
"1053012708","Snell's Pharmacy Shop","3"
"1053021931","Palms Pharmacy of Live Oak","3"
"1053027532","Reading Hospital 7th Ave Pharmacy","3"
"1093416745","Optimal Behavioral Health Solutions LLC","3"
"1104527860","Minds At Ease Sound Spa","3"
"1104527860","Minds In Action Counseling","3"
"1114091006","Hanger Clinic","3"
"1144878430","81 Pharmacy","3"
"1154702611","DBA Kingswood Court","3"
"1154702611","dba Caring Friends In Home Care","3"
"1174234785","Palms Pharmacy of Lake City East","3"
"1215638978","express pharmacy","3"
"1245286954","Gelsons Pharmacy","3"
"1255523130","Action in Motion Pilates Physical Therapy","3"
"1265073381","CMC-Center for Pediatrics","3"
"1285190223","Team Select Home Care","3"
"1285340513","Orbit BHWellness","3"
"1346723301","Palms Pharmacy of Chiefland","3"
"1356042014","Gloyer's Pharmacy","3"
"1427759174","Atlas Centre Chiropractic","3"
"1427759182","Lafayette Vein and Vascular","3"
"1437651304","Team Select Home Care","3"
"1497454946","Dental Studio 4 Kids","3"
"1518668276","My Extended Family Residential Care","3"
"1558062216","B-Well Functional Medicine","3"
"1639363591","Trenton Pharmacy","3"
"1659072304","Braverman Eye Optical","5"
"1659967982","Team Select Home Care","3"
"1699487678","Manager","5"
"1700801396","Palms Pharmacy","3"
"1710212485","M Health Fairview Emergency Medical Services","3"
"1720713761","True You Coaching and Counseling","3"
"1730880493","Total Respiratory & Rehab","5"
"1770511552","Stroke Recovery Systems","4"
"1780047944","St. Joseph's Hospital","5"
"1790448850","Garden State Internists LLC","3"
"1811614225","Mobile Medical Group","3"
"1811951429","HonorHealth Scottsdale Osborn Medical Center","3"
"1811951429","Scottsdale Healthcare Osborn Medical Center","3"
"1811951429","Scottsdale Healthcare Hospitals","4"
"1831263979","Hanger Clinic","3"
"1851449854","The Hometown Pharmacy","3"
"1861193526","ROYAL FAMILY MEMBER","3"
"1861694531","Bell Family HealthCare Pharmacy","3"
"1861694531","Palms Medical Group","3"
"1871294538","FYZICAL Therapy & Balance","3"
"1881931418","ADVANCED BREAST CARE AND WELLNESS","5"
"1942676168","Palms Pharmacy of Branford","3"
"1962103622","Mountain Vista","3"
"1972028843","Desoto Family Care","4"
"1043927338","Shannondell Health","3"
"1053509216","Lifetime Family Medicine LLC","3"
"1114335239","Reviv Functional Psychiatry & TMS Wellness Center","3"
"1114628880","USA Chiropractic","3"
"1174800437","Holland Hospital Family Medicine - South Washington","5"
"1184339335","Communication Therapy Center","5"
"1194426866","PARKWAYPHARMACY","3"
"1205106457","GeroPsych, a division of Key Rehabilitation, Inc","3"
"1295436970","GeroPsych, a division of Key Rehabilitation, Inc","3"
"1356713135","Compassionate Home Staffing","3"
"1356962351","MASON COUNTY EMERGENCY SERVICES","3"
"1376149336","Alliance Wellness Autism Center Limited","4"
"1386365468","Inspiring Horizons","3"
"1396038774","NORTH ATLANTA URGENT CARE","3"
"1447951132","A TO A NON EMERGENCY TRANSPORTATION PROVIDER LLC","3"
"1457060790","ISU Pharmacist Clinic","5"
"1477254142","Drs Ethridge and Harding, Optometrists, PLLC","3"
"1477254142","Drs Ethridge and Harding, Optometrist PLLC","4"
"1487990677","GeroPsych, a division of Key Rehabilitation, Inc.","3"
"1528136249","GeroPsych, a division of Key Rehabilitation, Inc","3"
"1548977242","Diligence Care Plus","3"
"1568180867","Trinity Health Outpatient Pharmacy","3"
"1609577394","Holland Hospital Gastroenterology","5"
"1649492026","Palliative Care Service","5"
"1659072320","Codington County Welfare Office","3"
"1679792709","National Health Services Inc","4"
"1699197830","Interim HealthCare SLC","3"
"1699404350","Fry's Pharmacy #678","3"
"1710688494","Lillian Carter Health and Rehabilitation","3"
"1720085137","NCH HEALTHCARE SYSTEM INC","3"
"1720648660","THREE OAKS HOSPICE","3"
"1730189523","Medicor Healthcare Inc.","3"
"1730208752","EyeCare One","3"
"1790145449","Team Select Home Care","3"
"1801597570","True Health","3"
"1821731548","Innovatel Medical","3"
"1831352087","NCH Healthcare System","3"
"1841616208","Seaview Pharmacy","3"
"1851774368","THREE OAKS HOSPICE","3"
"1851774368","THREE OAKS HOSPICE KANSAS CITY","3"
"1851774368","THREE OAKS HOSPICE MISSOURI","3"
"1881395572","AASCSC","3"
"1942662416","McAllen Transitional Care Center","3"
"1972907566","EL DORADO DIALYSIS","3"
"1992968150","NCH Healthcare","3"
"1003260290","Art of Optiks","3"
"1033306519","WYE OAK PHARMACY","3"
"1053828293","Wellsprings Wellness","3"
"1063849313","NLV Pain Management and Urgent Care","3"
"1083234983","Senior Helpers","3"
"1093219743","Holland Hospital Foot & Ankle","5"
"1093416794","Monarca Speech and Language Therapy","5"
"1154943694","Penn Highlands Gastroenterology Huntingdon","3"
"1164415279","Kelly Hawkins Physical Therapy Works","3"
"1184325870","Heartland","3"
"1215395629","Renewal Physical Therapy","3"
"1235773474","Auburndale Dialysis","3"
"1265495394","Geisinger Community Medical Center","3"
"1265840425","Holland Hospital Rheumatology","5"
"1275231052","Marcum's SafePak Plus","3"
"1275234965","OSF Healthcare - Medical Group - Galesburg South","5"
"1275647943","Alexandria Solutions","3"
"1275844557","Holland Hospital Family Medicine - Zeeland","5"
"1285032128","Geisinger Cardiology Scranton, A service of GCMC","3"
"1306123351","Holland Hospital General Surgery","5"
"1306563648","Radiologia MAP Health System","3"
"1326281494","Bone & Joint Center","5"
"1326317108","Holland Hospital Women's Specialty Care","5"
"1336840032","FARMACIA DEBORAH 2","5"
"1356042055","North GA Diag and Rehab","3"
"1356042063","dba Comfort Keepers","3"
"1356302921","Liberty Dialysis","3"
"1376971499","Planned Parenthood of Greater Texas","3"
"1407557101","Heartland","3"
"1417658105","FARMACIA DEBORAH 1","5"
"1427657360","Chrom Medical Labs","3"
"1447871454","Holland Hospital Internal Medicine - Zeeland","5"
"1477166502","Holland Hospital Pulmonary & Sleep Medicine","5"
"1487665998","DIAL PHARMACY","3"
"1497090617","d/b/a Holland Hospital","3"
"1497090617","Holland Hospital - Hospital Medicine","5"
"1508095530","Holland Hospital Neurology","5"
"1528494580","IV Solutions Rx","3"
"1528494580","Pharmetrics Specialty Rx","3"
"1528782042","Springfield Clinic Peoria ASC","3"
"1538417753","Greenleaf Behavioral Health Hospital","3"
"1538671631","Hometown Health Clinic LLC","4"
